quality_score,Owner,Country_of_Origin,Farm_Name,Company,Region,Producer,Number_of_Bags,Bag_Weight,In-Country_Partner,Harvest_Year,Grading_Date,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,Expiration,Certification_Body,Certification_Address,Certification_Contact,Altitude_Units,Lower_Altitude,Upper_Altitude
78,ALEJANDRO GARCIA PALACIOS,Mexico,FINCA LA FORTUNA,INDUSTRIALIZADORA DE KAFFEE ANDES S.A. DE C.V.,"MOTOZINTLA, CHIAPAS",MARIO GARCÍA,10,1,AMECAFE,2012,"September 11th, 2012",Other,Completed,Washed / Wet,7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,Sample  78.00,12%,2 full defects,0,Green,7 full defects,"September 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,850,
78,Mao-Heng Chu,Colombia,,,,,202,70,Specialty Coffee Association,,"December 1st, 2011",,Completed,,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08,Sample  78.00,10%,1 full defects,0,Green,3 full defects,"November 30th, 2012",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
77.92,Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Costa Rica,Several,Santa Laura Exportadora de Cafe S.L.E.C. S.A.,occidental,Beneficio la Eva S.A.,250,1,Specialty Coffee Association of Costa Rica,2014,"February 3rd, 2015",Caturra,Completed,Washed / Wet,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,Sample  77.92,12%,2 full defects,0,Green,4 full defects,"February 3rd, 2016",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,meters,1200,
77.92,GUSTAVO ABARCA SOLIS,Mexico,EL REGADITO,,PETATLAN,GUSTAVO ABARCA SOLIS,50,1,AMECAFE,2012,"July 26th, 2012",Typica,Completed,Washed / Wet,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,Sample  77.92,11%,0 full defects,0,Green,3 full defects,"July 26th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1248,
77.92,Juan Luis Alvarado Romero,Guatemala,Conquista/ Morito,"UNEX (GUATEMALA), S.A",ORIENTE,Conquista/ Morito,250,1,Asociacion Nacional Del Café,2012,"January 13th, 2012",Bourbon,Completed,Washed / Wet,7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,Sample  77.92,11%,0 full defects,0,Green,7 full defects,"January 12th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,
77.83,"BENCAFE, S. A.",Nicaragua,EL BRIGADUM - LA CORONELA,"BENEFICIADORA NORTEÑA DE CAFE, S. A. (BENCAFE)",JINOTEGA PROVINCE,MARCIO ALBERTO RIVERA CASTELLON,275,69,Specialty Coffee Association of Costa Rica,2016,"February 29th, 2016",,Completed,,7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,Sample  77.83,10%,0 full defects,0,Bluish-Green,0 full defects,"February 28th, 2017",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,meters,1000,
77.83,Cafe Politico,Brazil,,Green Mountain Coffee,,,1,2.26796,Specialty Coffee Association,2014,"August 25th, 2014",,Completed,Washed / Wet,7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67,Sample  77.83,11%,0 full defects,0,,2 full defects,"August 25th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
77.83,Juan Luis Alvarado Romero,Guatemala,EL SACRAMENTO,"UNEX (GUATEMALA),S.A",ORIENTE,LUIS RODRIGUEZ,250,1,Asociacion Nacional Del Café,2013,"February 7th, 2013",Bourbon,Completed,Washed / Wet,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,Sample  77.83,11%,0 full defects,0,Green,2 full defects,"February 7th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4300,
77.67,"Lin, Che-Hao Krude 林哲豪",Taiwan,"Dongshan Gaoyuan village chief manor coffee Tainan, Taiwan 台灣台南東山高原村長莊園咖啡","RED ON TREE CO., LTD.","Dongshan Dist., Tainan City 臺南市東山區",Chen Shuei Lian 陳水連,100,10,Specialty Coffee Association,2012,"May 29th, 2013",Typica,Completed,Washed / Wet,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,Sample  77.67,11%,0 full defects,0,Bluish-Green,0 full defects,"May 29th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,750,800
77.58,Kona Pacific Farmers Cooperative,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,,5,45.3592,Specialty Coffee Association,2013,"May 3rd, 2013",,Completed,Natural / Dry,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,Sample  77.58,12%,1 full defects,0,Green,5 full defects,"May 3rd, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
77.5,STEPHANY ESCAMILLA FEMAT,Mexico,RANCHO LOS LAURELES,,COATEPEC,RUBRIA OCHOA BELLO,23,1,AMECAFE,2012,"September 17th, 2012",Typica,Completed,Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,Sample  77.50,13%,0 full defects,0,Green,3 full defects,"September 17th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1300,
77.42,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA Y ANEXOS,"UNEX (GUATEMALA),S.A",ORIENTE,MARGARITA DE NUYENS Y/O CARLOS NUYENS,250,1,Asociacion Nacional Del Café,2013,"January 29th, 2013",Bourbon,Completed,Washed / Wet,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,Sample  77.42,11%,2 full defects,0,Green,15 full defects,"January 29th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4300,
77.33,Ipanema Coffees,Brazil,Fazenda Capoeirinha,Ipanema Coffees,South of Minas Gerais,Ipanema Agricola S.A,320,60,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Bourbon,Completed,Natural / Dry,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,Sample  77.33,0%,0 full defects,0,Green,3 full defects,"October 20th, 2018",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,meters,890,
77.33,Juan Luis Alvarado Romero,Guatemala,VARIAS,"OUTSPAN GUATEMALA, S.A.",ORIENTE,VARIOS,275,69,Asociacion Nacional Del Café,2014,"April 8th, 2014",Other,Completed,Washed / Wet,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,Sample  77.33,10%,1 full defects,0,Green,2 full defects,"April 8th, 2015",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,4000,
77.33,ISRAEL EDUARDO PAZ GARCIA,Mexico,EL NARANJO,CAFEORGANICO.MX,ZARAGOZA ITUNDUJIA,AQUILINO GARCÍA RIAÑO,10,1,AMECAFE,2012,"September 13th, 2012",Typica,Completed,Washed / Wet,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,Sample  77.33,15%,4 full defects,0,None,5 full defects,"September 13th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1500,
77.25,Myriam Kaplan-Pasternak,Haiti,Mixed,Haiti Coffee,"Dondon, Haiti",Mixed,1,1.814368,Specialty Coffee Association,2013,"May 5th, 2014",Typica,Completed,Washed / Wet,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,Sample  77.25,10%,0 full defects,0,,1 full defects,"May 5th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,400,1250
77.25,Eileen Koyanagi,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,Kona Pacific Farmers Cooperative,9,0.907184,Specialty Coffee Association,2013,"January 27th, 2014",,Completed,Natural / Dry,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,Sample  77.25,12%,1 full defects,0,Green,5 full defects,"January 27th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
77.17,ALEJANDRO GARCIA PALACIOS,Mexico,FINCA LOS ANDES,INDUSTRIALIZADORA DE KAFFEE ANDES S.A. DE C.V.,"MOTOZINTLA, CHIAPAS",ALEJANDRO GARCÍA PALACIOS,10,1,AMECAFE,2012,"September 11th, 2012",Other,Completed,Washed / Wet,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,Sample  77.17,12%,1 full defects,0,Green,11 full defects,"September 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1200,
77,Andrew Bowman,Peru,"producer group (approx. 1,000 farmers)","Tony's Coffee and Teas, Inc.","San Ignacio, Jaen, Cajamarca",Sol y Cafe,275,2,Specialty Coffee Association,2014,"June 16th, 2015",Caturra,Completed,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,Sample  77.00,0%,7 full defects,0,Green,9 full defects,"June 15th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,900,1500
76.83,Joshua Marsceau,India,,Olam Japan,Chickmangalore,Aspinwall & CO. LTD,20,50,Specialty Coffee Association,2016,"January 16th, 2017",,Completed,Natural / Dry,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,Sample  76.83,0%,0 full defects,7,Green,0 full defects,"January 16th, 2018",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
76.75,Masamichi Hiroike,Mexico,Various smallholders,,"Pluma Hidalogo, Oaxaca",Various smallholders,250,6,Specialty Coffee Association,08/09 crop,"April 9th, 2010",Typica,Completed,,6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58,Sample  76.75,0%,0 full defects,0,,0 full defects,"April 9th, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1200,
76.5,Juan Luis Alvarado Romero,Guatemala,Conquista/Morito,Asociación Nacional del Café - Anacafe -,Oriente,Conquista/Morito,250,2,Asociacion Nacional Del Café,2012,"January 3rd, 2012",Bourbon,Completed,Washed / Wet,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,Sample  76.50,12%,0 full defects,0,None,4 full defects,"January 2nd, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,
76.42,HOMERO ANTONIO DE ANDA ANDRADE,Mexico,,EXPORTADORA MORETTO S.A. DE C.V.,COATEPEC,CASTULO GUTIERREZ,10,1,AMECAFE,2012,"July 26th, 2012",Typica,Completed,Washed / Wet,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,Sample  76.42,13%,0 full defects,0,Green,14 full defects,"July 26th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1100,
76.33,Juan Luis Alvarado Romero,Guatemala,AGROPECUARIA QUIAGRAL,"UNEX (GUATEMALA), S.A",ORIENTE,AGROPECUARIA QUIAGRAL,250,69,Asociacion Nacional Del Café,2012,"April 30th, 2012",Bourbon,Completed,Washed / Wet,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,Sample  76.33,11%,0 full defects,0,Green,8 full defects,"April 30th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4300,
76.33,Juan Luis Alvarado Romero,Guatemala,Conquista/Morito,Eduardo Ambrocio,Oriente,Conquista/Morito,250,2,Asociacion Nacional Del Café,2011/2012,"January 3rd, 2012",Bourbon,Completed,Washed / Wet,6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,Sample  76.33,11%,0 full defects,0,,5 full defects,"January 2nd, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,
76.25,Eileen Koyanagi,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,,2,45.3592,Specialty Coffee Association,2014,"March 18th, 2014",Hawaiian Kona,Completed,Natural / Dry,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,Sample  76.25,0%,0 full defects,0,Green,0 full defects,"March 18th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
76.17,Eileen Koyanagi,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,Kona Pacific Farmers Cooperative,6,45.3592,Specialty Coffee Association,2013,"January 20th, 2014",,Completed,Natural / Dry,7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,Sample  76.17,0%,0 full defects,0,Bluish-Green,3 full defects,"January 20th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
76.17,ISRAEL EDUARDO PAZ GARCIA,Mexico,AGUA DE LA MARIPOSA,CAFEORGANICO.MX,ZARAGOZA ITUNDUJIA,ISIDORA HERAS HERNANDEZ,11,1,AMECAFE,2012,"September 17th, 2012",Typica,Completed,Washed / Wet,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,Sample  76.17,16%,2 full defects,0,None,4 full defects,"September 17th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1400,
76.17,William Ho,Indonesia,1,,Indonesia,1,15,2,Specialty Coffee Association,2011,"January 18th, 2012",Other,Completed,Natural / Dry,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,Sample  76.17,12%,4 full defects,0,None,26 full defects,"January 17th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,feet,3500,
76.08,GUILLERMO EDUARDO BOBADILLA MUGUIRA,Mexico,FINCA TEPICTLA,EL MEJOR CAFÉ,TEPICTLA,GUILLERMO EDUARDO BOBADILLA MUGUIRA,20,1,AMECAFE,2012,"September 10th, 2012",Bourbon,Completed,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,Sample  76.08,12%,0 full defects,0,Green,12 full defects,"September 10th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1250,
76,CAFES FINOS DE EXPORTACION S DE R.L.,Honduras,Varios Farms,CAFES FINOS DE EXPORTACION S DE R.L.,INTIBUCA,Cooperativa Coaquil,275,2,Instituto Hondureño del Café,2014,"May 15th, 2014",Pacas,Completed,Natural / Dry,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,Sample  76.00,11%,0 full defects,0,Green,7 full defects,"May 15th, 2015",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1350,
75.83,Ana Gonzales,Philippines,various smallholders from the municipality of Tuba,Prime3,"Benguet, Mountain Province",various smallholders,1,2,Specialty Coffee Association,2012,"May 14th, 2013",,Completed,Washed / Wet,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,Sample  75.83,12%,0 full defects,0,Green,2 full defects,"May 14th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1000,
75.67,Volcafe Ltda. - Brasil,Brazil,,Volcafe Ltda.,Monte Carmelo - Cerrado,,440,59,Brazil Specialty Coffee Association,2017 / 2018,"October 27th, 2017",,Completed,Natural / Dry,7.17,7,6.83,7.5,7.17,7,8,8,10,7,Sample  75.67,11%,0 full defects,1,Green,6 full defects,"October 27th, 2018",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,
75.58,Juan Luis Alvarado Romero,Guatemala,AGROPECUARIA QUIAGRAL,"UNEX (GUATEMALA), S.A",ORIENTE,AGROPECUARIA QUIAGRAL,250,1,Asociacion Nacional Del Café,2012,"July 9th, 2012",Bourbon,Completed,Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,Sample  75.58,11%,0 full defects,0,Green,15 full defects,"July 9th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4300,
75.58,Juan Luis Alvarado Romero,Guatemala,Conquista / Morito,"Unex (Guatemala), s.a.",Oriente,Conquista / Morito,250,1,Asociacion Nacional Del Café,2012,"January 6th, 2012",Bourbon,Completed,Washed / Wet,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,Sample  75.58,12%,0 full defects,0,,10 full defects,"January 5th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,
75.5,JUANA RODRIGUEZ GUTIERREZ,Mexico,LA JOYA,PRODUCTORES E INDUSTRIALIZADORES DE CAFÉ ORGÁNICO LA FE S.C. DE R.L.,TLACUILOTEPEC,JUANA RODRIGUEZ GUTIERREZ,10,1,AMECAFE,2012,"September 12th, 2012",Pacamara,Completed,Washed / Wet,7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,Sample  75.50,11%,4 full defects,0,Green,20 full defects,"September 12th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1100,
75.17,FRANCISCO HERNANDEZ LORENZO,Mexico,"ZARAGOZA, MONTELIBANO, PAMAL NAVIL",SPOSEL S. DE S.S.,OCOSINGO,SPOSEL S. DE S.S.,100,1,AMECAFE,2012,"September 12th, 2012",Mundo Novo,Completed,Washed / Wet,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,Sample  75.17,11%,0 full defects,0,Green,20 full defects,"September 12th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1200,
75.17,MONTEGRANDE,Mexico,FINCA MONTE GRANDE,CAFE MONTEGRANDE,,SURAYA MAGDALENA LOTFE CALDERON,36,1,AMECAFE,2012,"June 6th, 2012",Other,Completed,Washed / Wet,7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,Sample  75.17,12%,0 full defects,0,,8 full defects,"June 6th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1100,
75.17,MARTIN JIMENEZ CASIANO,Mexico,PEÑA CAMPANA,UNION REGIONAL DE CAFETICULTORES DE LA MAZATECA ALTA,HUAUTLA DE JIMENEZ,"MARTÍN JIMENEZ CASIANO, PAULINA CERQUEDA ALVAREZ, JULIO MARTINEZ TERAN",18,1,AMECAFE,2012,"March 5th, 2012",Typica,Completed,Washed / Wet,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,Sample  75.17,13%,23 full defects,0,Bluish-Green,29 full defects,"March 5th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1280,
75,"GRUPO JUVENIL MAGTAYANI, AC",Mexico,LA CRUZ,GRUPO JUVENIL MAGTAYANI AC,MECATLÁN,MIGUEL LOPEZ TIRZO,43,1,AMECAFE,2012,"July 11th, 2012",Typica,Completed,Washed / Wet,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,Sample  75.00,14%,15 full defects,0,Green,7 full defects,"July 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,850,
74.92,ISRAEL EDUARDO PAZ GARCIA,Mexico,EL LIMÓN,CAFEORGANICO.MX,ZARAGOZA ITUNDUJIA,GEREMIAS RIAÑO LOPEZ,14,1,AMECAFE,2012,"September 13th, 2012",Typica,Completed,Washed / Wet,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,Sample  74.92,17%,0 full defects,0,None,6 full defects,"September 13th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1500,
74.83,PABLO ENRIQUE MARTINEZ GAMA,Mexico,LA ORDUÑA,,COATEPEC,PABLO ENRIQUE MARTINEZ GAMA,20,1,AMECAFE,2012,"August 1st, 2012",Typica,Completed,Washed / Wet,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,Sample  74.83,12%,0 full defects,0,Green,30 full defects,"August 1st, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1250,
74.75,Juan Luis Alvarado Romero,Guatemala,Conquista / Morito,"Unex (Guatemala), S.A.",Oriente,Conquista / Morito,250,1,Asociacion Nacional Del Café,2012,"January 9th, 2012",Bourbon,Completed,Washed / Wet,6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,Sample  74.75,11%,0 full defects,0,,8 full defects,"January 8th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,
74.75,Juan Luis Alvarado Romero,Guatemala,Conquista/Morito,"Unex (Guatemala), S.A.",Oriente,Conquista/Morito,250,1,Asociacion Nacional Del Café,2012,"January 5th, 2012",Bourbon,Completed,Washed / Wet,6.75,6.67,6.17,7.17,7,6.58,8,10,10,6.42,Sample  74.75,11%,0 full defects,0,,10 full defects,"January 4th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,
74.67,NESTOR MENDEZ GOMEZ,Mexico,SIERRA MADRE,CESMACH S.C.,CHIAPAS,CESMACH (VARIOS),275,1,AMECAFE,2013,"March 29th, 2013",Typica,Completed,Washed / Wet,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,Sample  74.67,12%,0 full defects,0,Green,7 full defects,"March 29th, 2014",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1700,
74.42,Eileen Koyanagi,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,,3,45.3592,Specialty Coffee Association,2014,"March 13th, 2014",Hawaiian Kona,Completed,Natural / Dry,7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33,Sample  74.42,0%,1 full defects,0,Blue-Green,2 full defects,"March 13th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
74.33,Juan Luis Alvarado Romero,Guatemala,LA CASTELLANA,"UNEX (GUATEMALA), S.A.",ORIENTE,AGRIPEC DE LA VEGA Y CIA.,250,69,Asociacion Nacional Del Café,2013,"June 6th, 2013",Bourbon,Completed,Washed / Wet,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,Sample  74.33,11%,1 full defects,0,Green,1 full defects,"June 6th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4300,
74.33,JORGE OCTAVIO ESCAMILLA PRADO,Mexico,LAS CEIBAS,,"CHOCAMAN, VERACRUZ",JORGE OCTAVIO ESCAMILLA PRADO,20,1,AMECAFE,2012,"September 10th, 2012",Typica,Completed,Washed / Wet,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,Sample  74.33,14%,3 full defects,0,Green,11 full defects,"September 10th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1140,
74,MYRNA ROXANA GALVEZ GONZALEZ,Mexico,LA MARINA-EL ORIZABEÑO,,XALAPA,MYRNA ROXANA GÁLVEZ GONZÁLEZ,100,1,AMECAFE,2012,"September 17th, 2012",Typica,Completed,Washed / Wet,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,Sample  74.00,13%,0 full defects,0,None,27 full defects,"September 17th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1200,
73.83,EUGENE HOLMAN PEW,Mexico,RANCHO VIGIA,,COAEPEC,EUGENE HOLMAN PEW,20,1,AMECAFE,2012,"August 1st, 2012",Typica,Completed,Washed / Wet,7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,Sample  73.83,12%,0 full defects,0,Green,19 full defects,"August 1st, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1250,
73.67,Kona Pacific Farmers Cooperative,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,,22,45.3592,Specialty Coffee Association,2012,"April 6th, 2012",Hawaiian Kona,Completed,Natural / Dry,7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33,Sample  73.67,0%,9 full defects,0,,17 full defects,"April 6th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
